K-Core Level,Average Sentiment,Sentiment Std Dev,Number of Edges
5,1.3181818181818181,0.9237455196773443,44
1,1.0,0.0,15
7,2.2411764705882353,3.661494202151294,170
3,1.1666666666666667,0.46147910349544863,54
2,1.3333333333333333,0.7200822998230957,27
4,1.1162790697674418,0.3863545982752593,43
6,1.8734177215189873,2.4513860125387756,79
