Node,Closeness
Academia,0.40087050408259667
Football,0.39660179590746736
IBM,0.36677677275954684
United Kingdom,0.36546802423944136
AI,0.36320004891171437
Illinois,0.3584336440703533
Basketball,0.3544028158930915
Markets,0.3525728529883079
Coronavirus,0.3507616910722721
Business Leaders,0.3504616382997552
