K-Core Level,Average Sentiment,Sentiment Std Dev,Number of Edges
6,1.8766666666666667,3.5168341192359676,300
3,1.2264150943396226,0.5710470169970399,53
4,1.3214285714285714,1.0928415809660774,84
2,1.0666666666666667,0.24944382578492943,45
1,1.125,0.33071891388307384,8
5,1.3888888888888888,1.7786456215091246,54
7,2.0357142857142856,2.2753672051709253,28
