Topic1,Topic2,Edge Weight,Positive Sentiment,Negative Sentiment
TV,The Bachelor,1,0.5253450276547204,0.47465499934527977
IBM,NYC,2,1.8172663333069319,0.18273370969306818
IBM,Japan,3,2.925573369572476,0.07442660092752357
Daimler,IBM,1,0.9876994827070031,0.012300455292996972
Bitcoin,Cryptocurrency,8,4.521333048633967,3.478666869366033
Bitcoin,IBM,2,1.1672713183664738,0.8327286266335263
Cryptocurrency,IBM,4,2.107900612355194,1.8920993156448065
IBM,North Carolina,1,0.9901877343725997,0.009812300627400352
IBM,Raleigh,1,0.9901877343725997,0.009812300627400352
North Carolina,Raleigh,2,1.6343246678425096,0.3656754011574905
AI,China,2,1.2022542371031002,0.7977458488968996
IBM,Startups,4,3.898328158090452,0.10167193490954829
5G,AI,4,2.426266849629423,1.5737332953705774
Entrepreneur,Startups,1,0.8657214993405563,0.13427847015944377
Academia,Entrepreneur,1,0.8657214993405563,0.13427847015944377
Entrepreneur,NYC,1,0.8657214993405563,0.13427847015944377
Academia,Startups,3,2.7191279431161894,0.28087205538381066
NYC,Startups,3,2.6109178784320153,0.3890822300679846
Academia,NYC,1,0.8657214993405563,0.13427847015944377
NASA,Startups,1,0.8265018183342641,0.17349815066573593
Space,Startups,2,1.8173584644932805,0.18264146550671942
Google,Startups,2,1.1350500493303546,0.8649499596696454
SpaceX,Startups,1,0.8265018183342641,0.17349815066573593
NASA,Space,17,13.214213161275007,3.78578690852499
Google,NASA,3,2.355314748047403,0.644685227952597
NASA,SpaceX,2,1.7043510541490514,0.2956488978509487
Google,Space,3,2.355314748047403,0.644685227952597
Space,SpaceX,4,2.1861175099468637,1.8138824420531363
Google,SpaceX,1,0.8265018183342641,0.17349815066573593
Israel,Startups,2,1.8567057773377682,0.14329412666223176
Microsoft,NYC,1,0.8894748522346831,0.11052513876531696
Meghan Markle,Prince Harry,-1,0.06556938985371463,0.9344306371462854
Meghan Markle,Royal Family,-3,0.5183374756538572,2.481662498346143
Meghan Markle,Oprah Winfrey,-2,0.11996053651389503,1.880039450486105
Prince Harry,Royal Family,-2,0.14848453784829402,1.8515154791517061
Oprah Winfrey,Prince Harry,-2,0.14848453784829402,1.8515154791517061
Oprah Winfrey,Royal Family,-3,0.20287568450847443,2.797124292491526
AI,Google,6,3.8462202229881886,2.1537797800118117
Drugs,Seoul,-1,0.07085379892739771,0.9291462370726022
Climate Change,Security,-2,0.34394957712568996,1.6560505178743101
Climate Change,Security Breach,-2,0.34394957712568996,1.6560505178743101
Security,Security Breach,-27,12.8494911673742,14.150508852125796
Google,IBM,8,5.945440097282429,2.054559746717571
IBM,India,2,1.1954113499576682,0.8045886380423318
Google,India,1,0.9838316687554635,0.016168361244536557
Airlines,IBM,2,1.6829589543187047,0.31704100968129534
Aviation,IBM,2,1.6829589543187047,0.31704100968129534
Delta Air Lines,IBM,1,0.9682314094684521,0.031768616531547916
Airlines,Aviation,22,11.343712004023194,7.656288005976806
Airlines,Delta Air Lines,1,0.9682314094684521,0.031768616531547916
Aviation,Delta Air Lines,1,0.9682314094684521,0.031768616531547916
China,Google,-1,0.05495454569900817,0.9450454163009918
Academia,Football,-17,6.911566931224608,9.088433236775394
Basketball,Football,-2,0.9846737547542148,1.0153263412457851
Football,NBA,1,0.500281479656661,0.49971859634333904
Academia,Basketball,5,3.1995496479818084,1.8004504700181916
Academia,NBA,-2,0.6112815441576976,1.3887185818423025
Basketball,NBA,-50,18.39410311099797,22.605896522002034
Academia,IBM,13,11.398874818313482,0.6011253021865188
Business Leaders,IBM,4,2.460048982821399,1.539950995178601
Business Leaders,India,-1,0.2115796812022047,0.7884202767977952
Business Leaders,Warren Buffett,1,0.0,0.0
Tweets,Twitter,-30,2.537494561618615,6.462505234381386
Florida,Startups,1,0.9850140756472882,0.01498589135271187
Miami,Startups,1,0.9850140756472882,0.01498589135271187
Florida,Miami,5,2.545636451729092,1.4543635502709082
AI,Academia,4,3.171135114405688,0.8288648630943122
Data,United Kingdom,1,0.989470326002496,0.0105297129975041
AI,IBM,11,8.766590418038238,2.23340951746176
Coinbase,Cryptocurrency,1,0.5678353040168169,0.4321646509831832
Business Leaders,New York,2,1.778528966261753,0.2214710867382471
AI,Microsoft,3,2.2004305029813462,0.7995695270186535
AI,Security,-3,1.3939673832730257,1.6060326757269743
AI,Security Breach,-3,1.3939673832730257,1.6060326757269743
AI,Utah,-1,0.1808049179867036,0.8191950820132965
Security,Utah,-1,0.1808049179867036,0.8191950820132965
Security Breach,Utah,-1,0.1808049179867036,0.8191950820132965
IPO,Markets,6,4.134262188389959,0.8657379426100408
Academia,Canada,2,1.350866845054893,0.6491332229451073
Academia,Montreal,1,0.9442797488563599,0.05572028314364019
Canada,Montreal,2,0.9442797488563599,0.05572028314364019
AI,India,3,2.792960424857746,0.2070395881422535
Germany,IBM,2,1.923528700082751,0.07647124641724883
Bill Gates,Business Leaders,1,0.8734411127208309,0.126558921279169
Bill Gates,Gaming,1,0.8734411127208309,0.126558921279169
Bill Gates,Cyberpunk 2077,1,0.8734411127208309,0.126558921279169
Business Leaders,Gaming,1,0.8734411127208309,0.126558921279169
Business Leaders,Cyberpunk 2077,1,0.8734411127208309,0.126558921279169
Cyberpunk 2077,Gaming,2,1.5629574997283906,0.43704253627160955
JPMorgan,Markets,3,2.870910577966306,0.12908936703369392
Business Leaders,NYC,3,2.733452748520292,0.2665472684797077
Israel,Space,1,0.9908566461590165,0.009143314840983482
European Union,IBM,1,0.9457511103027817,0.054248805197218246
European Union,Germany,2,1.8590416876873928,0.14095816381260726
United Kingdom,Venture Capital,1,0.5411511961237931,0.4588487538762069
Colombia,Wildlife,-1,0.030596384007404304,0.9694036789925957
AI,France,1,0.9915706621075303,0.008429286492469691
Amazon,IBM,3,2.5659843349705262,0.43401570902947373
Amazon Prime,IBM,3,2.5659843349705262,0.43401570902947373
IBM,Microsoft,6,5.209438094005338,0.7905619244946622
Amazon,Amazon Prime,8,5.981043461630148,2.0189567273698517
Amazon,Microsoft,4,3.198714051171476,0.8012860088285244
Amazon Prime,Microsoft,4,3.198714051171476,0.8012860088285244
Football,NFL,-97,39.59590244637767,47.404097263122345
Football,New England Patriots,2,1.030872426126184,0.9691275218738162
NFL,New England Patriots,2,1.030872426126184,0.9691275218738162
AI,Spain,1,0.9843964245472787,0.015603535452721137
5G,Samsung,1,0.9694257046269299,0.030574335373070076
AI,Singapore,1,0.9201372708689736,0.07986270013102643
GOP,Joe Biden,-5,0.585351748221058,4.414648342778943
Business Leaders,Cryptocurrency,4,2.786259989048698,1.213740071951302
Cryptocurrency,New York,1,0.8205772793381116,0.17942270966188834
NYC,New York,4,2.217251835276454,1.7827481067235462
New York,Venture Capital,1,0.7691669157286555,0.23083303427134444
NYC,Venture Capital,3,2.6169302016643483,0.3830696883356516
Bose,Electronics,1,0.6905590787336404,0.3094409192663595
Bose,Podcasts,1,0.6905590787336404,0.3094409192663595
Electronics,Podcasts,1,0.6905590787336404,0.3094409192663595
Electronics,Samsung,4,3.2488743739990658,0.7511255280009341
Cryptocurrency,NYC,2,1.7182276087414663,0.28177245025853365
Amazon,NYC,1,0.775349827942137,0.22465024405786288
Academia,UCLA,-4,0.7270194754351915,3.2729805655648088
Academia,Documentaries,-1,0.22171130034304923,0.7782887196569509
Documentaries,UCLA,-1,0.22171130034304923,0.7782887196569509
Academia,Shell,1,0.9539231594355017,0.046076803564498385
Academia,Oil & Gas,1,0.9539231594355017,0.046076803564498385
Oil & Gas,Shell,2,1.404766031042897,0.595233930957103
Instagram,Lamborghini,-1,0.08394504069387643,0.9160550173061235
Documentaries,Epstein Case,-1,0.2776274626556792,0.7223724773443208
Documentaries,Jeffrey Epstein,-1,0.2776274626556792,0.7223724773443208
Documentaries,Netflix,-1,0.2776274626556792,0.7223724773443208
Epstein Case,Jeffrey Epstein,-1,0.2776274626556792,0.7223724773443208
Epstein Case,Netflix,-1,0.2776274626556792,0.7223724773443208
Jeffrey Epstein,Netflix,-1,0.2776274626556792,0.7223724773443208
Movies,Ryan Gosling,1,0.9018526782385055,0.09814728576149451
Coronavirus,Private Equity,1,0.907896102748696,0.09210385725130404
David Beckham,Sports Figures,-2,0.7710493514944536,1.2289506415055462
Black Lives Matter,George Floyd,-1,0.022045865162839472,0.9779541648371606
Black Lives Matter,Social Issues,-2,0.07587467457807492,1.924125331421925
George Floyd,Social Issues,-1,0.022045865162839472,0.9779541648371606
CDC,Coronavirus,-6,0.54815153266568,5.45184838433432
Football,Kansas City Chiefs,-3,1.244214421552318,1.7557856234476819
Football,Kansas,2,1.1602113948432822,0.8397886221567177
Football,Kansas City,2,1.1602113948432822,0.8397886221567177
Football,Missouri,4,2.2527290958232062,1.7472709081767936
Kansas City Chiefs,NFL,-3,1.244214421552318,1.7557856234476819
Kansas,Kansas City Chiefs,2,1.1602113948432822,0.8397886221567177
Kansas City,Kansas City Chiefs,2,1.1602113948432822,0.8397886221567177
Kansas City Chiefs,Missouri,2,1.1602113948432822,0.8397886221567177
Kansas,NFL,2,1.1602113948432822,0.8397886221567177
Kansas City,NFL,2,1.1602113948432822,0.8397886221567177
Missouri,NFL,2,1.1602113948432822,0.8397886221567177
Kansas,Kansas City,5,2.745089261942957,2.2549108300570433
Kansas,Missouri,5,2.745089261942957,2.2549108300570433
Kansas City,Missouri,5,2.745089261942957,2.2549108300570433
Social Issues,Trump,-1,0.3338456746198557,0.6661543733801443
Taiwan,Wildlife,1,0.6728838168357143,0.32711617116428565
Christianity,Racial Injustice,-1,0.06561966907695542,0.9343803349230446
Christianity,Social Issues,-1,0.06561966907695542,0.9343803349230446
Racial Injustice,Social Issues,-8,0.6192734432385262,7.380726558761474
Florida,Supreme Court,-1,0.3470416253887956,0.6529583546112043
Astrology,Horoscopes,-3,1.052781087380265,1.9472189586197353
African American,Music,-1,0.053828809415235455,0.9461711665847645
Black Lives Matter,Music,-1,0.053828809415235455,0.9461711665847645
Music,Social Issues,-1,0.053828809415235455,0.9461711665847645
Music,Racial Injustice,-1,0.053828809415235455,0.9461711665847645
African American,Black Lives Matter,-1,0.053828809415235455,0.9461711665847645
African American,Social Issues,-1,0.053828809415235455,0.9461711665847645
African American,Racial Injustice,-1,0.053828809415235455,0.9461711665847645
Black Lives Matter,Racial Injustice,-1,0.053828809415235455,0.9461711665847645
New York,Wyoming,1,0.5577313675922482,0.442268626407752
Football,Iowa,1,0.8081204972958368,0.1918795347041633
Activism,Social Issues,-2,0.3041143127091686,1.6958857032908314
Activism,Boris Johnson,-1,0.034852968036319036,0.965147027963681
Activism,United Kingdom,-1,0.034852968036319036,0.965147027963681
Activism,Protests,-1,0.034852968036319036,0.965147027963681
Boris Johnson,Social Issues,-1,0.034852968036319036,0.965147027963681
Social Issues,United Kingdom,-3,0.6969747658463902,2.30302529015361
Protests,Social Issues,-5,1.032105145310715,2.967894908689285
Boris Johnson,United Kingdom,-4,0.6316042453154058,3.3683956906845944
Boris Johnson,Protests,-1,0.034852968036319036,0.965147027963681
Protests,United Kingdom,-1,0.034852968036319036,0.965147027963681
Basketball,Maryland,-2,0.8282803018229755,1.1717196561770244
Alabama,Football,6,3.103347944306937,2.8966520906930633
Food & Drink,Sweden,1,0.5454186119228371,0.454581358077163
Fashion,Meghan Markle,-1,0.3983769391399622,0.6016230478600377
Fashion,Royal Family,-1,0.3983769391399622,0.6016230478600377
Data,Social Issues,1,0.6772652548860327,0.3227347821139672
Colorado,Football,1,0.6069386749496072,0.3930613500503928
Coronavirus,Food & Drink,-1,0.47394326166991363,0.5260567353300865
Trump,Twitter,-1,0.01806480814135222,0.9819350898586477
Lord of the Rings,Movies,-2,0.5477790630064788,1.4522210379935214
Football,TV,-4,1.4605292838655322,2.539470670134468
Documentaries,Football,-1,0.4286988963444771,0.571301113655523
Documentaries,TV,-1,0.4286988963444771,0.571301113655523
Netflix,TV,-13,5.699950177850619,7.300049914649381
LGBTQ,Social Issues,-6,1.6738300896663287,4.326170135333671
Halsey,Juice Wrld,1,0.5636832393538084,0.4363167406461917
Activism,Asian,-1,0.26926134467284957,0.7307386753271505
Asian,Social Issues,-1,0.26926134467284957,0.7307386753271505
Football,UCLA,-2,0.11608090405865656,1.8839191329413434
Anthony Davis,Sports Figures,-2,0.9837560635606308,1.0162438754393692
Anthony Davis,Basketball,-2,0.9837560635606308,1.0162438754393692
Anthony Davis,Los Angeles Lakers,-2,0.9837560635606308,1.0162438754393692
Anthony Davis,NBA,-2,0.9837560635606308,1.0162438754393692
Anthony Davis,Florida,-1,0.16519861353714005,0.83480135146286
Anthony Davis,Orlando,-1,0.16519861353714005,0.83480135146286
Basketball,Sports Figures,-13,3.887257254551696,5.112742693448305
Los Angeles Lakers,Sports Figures,-4,0.9837560635606308,1.0162438754393692
NBA,Sports Figures,-11,3.186790196889576,4.813209731110424
Florida,Sports Figures,-2,0.21537543991525643,1.7846244520847439
Orlando,Sports Figures,-1,0.16519861353714005,0.83480135146286
Basketball,Los Angeles Lakers,-10,2.0795213280306313,2.920478552969369
Basketball,Florida,3,1.6333052283462839,1.3666947826537161
Basketball,Orlando,-2,0.6984745691303339,1.301525406869666
Los Angeles Lakers,NBA,-10,2.0795213280306313,2.920478552969369
Florida,Los Angeles Lakers,-1,0.16519861353714005,0.83480135146286
Los Angeles Lakers,Orlando,-1,0.16519861353714005,0.83480135146286
Florida,NBA,-2,0.6984745691303339,1.301525406869666
NBA,Orlando,-2,0.6984745691303339,1.301525406869666
Florida,Orlando,-5,1.78365475551235,2.21634525648765
California,Lawsuits,-1,0.01979118253824517,0.9802088314617549
California,Trump,-1,0.01979118253824517,0.9802088314617549
Lawsuits,Trump,-1,0.01979118253824517,0.9802088314617549
Business Leaders,Evan Spiegel,1,0.5576202369219775,0.44237979507802255
Business Leaders,Florida,1,0.5576202369219775,0.44237979507802255
Business Leaders,Orlando,1,0.5576202369219775,0.44237979507802255
Business Leaders,Orlando Bloom,1,0.5576202369219775,0.44237979507802255
Evan Spiegel,Florida,1,0.5576202369219775,0.44237979507802255
Evan Spiegel,Orlando,1,0.5576202369219775,0.44237979507802255
Evan Spiegel,Orlando Bloom,1,0.5576202369219775,0.44237979507802255
Florida,Orlando Bloom,1,0.5576202369219775,0.44237979507802255
Orlando,Orlando Bloom,1,0.5576202369219775,0.44237979507802255
Kanye West,Twitter,-1,0.4929097674191829,0.5070902885808171
Kanye West,Yeezy,-1,0.4929097674191829,0.5070902885808171
Twitter,Yeezy,-1,0.4929097674191829,0.5070902885808171
Movies,Reviews,-11,2.309411920663086,8.690588019336914
Academia,Security,-1,0.037239146509915916,0.9627608394900842
Academia,Security Breach,-1,0.037239146509915916,0.9627608394900842
Academia,Ransomware,-1,0.037239146509915916,0.9627608394900842
Ransomware,Security,-1,0.037239146509915916,0.9627608394900842
Ransomware,Security Breach,-1,0.037239146509915916,0.9627608394900842
Basketball,Denver Nuggets,-1,0.3619960802353056,0.6380039397646944
Basketball,Colorado,4,1.1400959564937385,0.8599040695062613
Basketball,Denver,-3,0.3619960802353056,0.6380039397646944
Denver Nuggets,NBA,-1,0.3619960802353056,0.6380039397646944
Colorado,Denver Nuggets,-1,0.3619960802353056,0.6380039397646944
Denver,Denver Nuggets,-1,0.3619960802353056,0.6380039397646944
Colorado,NBA,-3,0.3619960802353056,0.6380039397646944
Denver,NBA,-3,0.3619960802353056,0.6380039397646944
Colorado,Denver,-5,0.3619960802353056,0.6380039397646944
Colorado,Olympics,1,0.808386044953495,0.19161394704650486
Lebron James,Sports Figures,-6,1.6724449288736942,2.327555107126306
Business Leaders,Elon Musk,-4,0.4680210846299936,3.5319789373700066
Business Leaders,Tweets,-1,0.052073472678586946,0.9479265093214131
Business Leaders,Twitter,-2,0.10235942744901275,1.8976405845509874
Elon Musk,Tweets,-1,0.052073472678586946,0.9479265093214131
Elon Musk,Twitter,-2,0.10235942744901275,1.8976405845509874
Bella Hadid,New York,-1,0.3041509862370865,0.6958490237629134
Bella Hadid,NYC,-1,0.3041509862370865,0.6958490237629134
Cristiano Ronaldo,Sports Figures,-8,3.0693013039154926,4.930698696084508
Black Lives Matter,Breonna Taylor,-2,0.323344186471776,1.676655814528224
Black Lives Matter,Oprah Winfrey,-1,0.21958890701130512,0.7804110789886949
Breonna Taylor,Oprah Winfrey,-1,0.21958890701130512,0.7804110789886949
Earthquakes,Movies,-1,0.4393334392444106,0.5606665207555893
Movies,Netflix,-4,1.4071715809047851,2.5928282800952145
TV,United Kingdom,1,0.9578410086538423,0.04215899134615785
Music,Taylor Swift,2,1.231491053688762,0.7685089123112377
HBO,Movies,-2,0.8060842225878873,1.1939156974121128
Movies,TV,-2,0.8060842225878873,1.1939156974121128
Movies,Seth Rogen,-1,0.12305205109222227,0.8769478539077777
HBO,Reviews,-1,0.12305205109222227,0.8769478539077777
Reviews,TV,-3,0.566382985315252,2.433616949684748
Reviews,Seth Rogen,-1,0.12305205109222227,0.8769478539077777
HBO,TV,-4,1.833606840062013,2.166393154937987
HBO,Seth Rogen,-1,0.12305205109222227,0.8769478539077777
Seth Rogen,TV,-1,0.12305205109222227,0.8769478539077777
Coronavirus,Unemployment,-1,0.00801924615412744,0.9919807291458725
Academia,USC,4,2.7096986311036897,1.29030147089631
Football,USC,3,1.7261174032296993,1.2738826737703004
Football,Michigan,2,1.4081917553680272,0.5918082446319729
LGBTQ,Movies,1,0.9407749954535277,0.059225022546472356
Academia,TV,-1,0.02339360684070061,0.9766064231592995
TV,UCLA,-1,0.02339360684070061,0.9766064231592995
Tweets,Viola Davis,-1,0.1936714216609446,0.8063285783390555
Twitter,Viola Davis,-1,0.1936714216609446,0.8063285783390555
College Sports,Football,-10,4.768154389702275,5.231845581297725
College Sports,Maryland,1,0.7665321064600323,0.23346788353996759
Football,Maryland,2,1.5475010404125964,0.4524988635874036
Basketball,Michigan,-3,1.2551507447957921,1.744849337204208
Football,Ohio,-8,2.0867018639021384,5.913298130097861
Football,Oregon State University,-2,0.5158542951895537,1.4841456988104462
Ohio,Oregon State University,-1,0.2771453241780014,0.7228546358219985
Country Music,Music,1,0.5199160793117823,0.4800839066882177
Music,Shania Twain,1,0.5199160793117823,0.4800839066882177
Drake,Music,-3,1.1402750173865321,1.8597249686134678
Country Music,Shania Twain,1,0.5199160793117823,0.4800839066882177
Country Music,Drake,1,0.5199160793117823,0.4800839066882177
Drake,Shania Twain,1,0.5199160793117823,0.4800839066882177
Kelly Clarkson,TV,1,0.7417619196611372,0.2582381223388627
Chrissy Teigen,John Legend,1,0.586323990023314,0.4136759799766861
Amazon,New York,1,0.966124069963133,0.03387588903686692
Big Ten,Football,-1,0.03371430070832919,0.9662856032916708
Big Ten,Ohio,-1,0.03371430070832919,0.9662856032916708
Chrissy Teigen,Netflix,-1,0.20851353403135248,0.7914864459686475
Chrissy Teigen,Selling Sunset,-1,0.20851353403135248,0.7914864459686475
Chrissy Teigen,TV,-1,0.20851353403135248,0.7914864459686475
Netflix,Selling Sunset,-1,0.20851353403135248,0.7914864459686475
Selling Sunset,TV,-1,0.20851353403135248,0.7914864459686475
Black Lives Matter,Lebron James,-1,0.10375527946047088,0.8962447355395291
Black Lives Matter,Sports Figures,-1,0.10375527946047088,0.8962447355395291
Breonna Taylor,Lebron James,-1,0.10375527946047088,0.8962447355395291
Breonna Taylor,Sports Figures,-1,0.10375527946047088,0.8962447355395291
Hillary Clinton,Joe Biden,-1,0.3450769367518645,0.6549231032481354
Basketball,Coronavirus,-2,0.35883548015928846,1.6411645498407115
Basketball,Iowa,3,1.0670374884479148,0.9329625075520853
Coronavirus,Iowa,-1,0.2871841806984801,0.7128158293015199
Cleveland,NFL,-4,1.3457627800554621,2.6542373529445378
Cleveland Browns,NFL,-5,1.8322391684513075,3.1677610045486926
NFL,Ohio,-5,1.477030412102507,3.522969717897493
Cleveland,Cleveland Browns,-4,1.3457627800554621,2.6542373529445378
Cleveland,Football,-4,1.3457627800554621,2.6542373529445378
Cleveland,Ohio,-5,2.2273696363937705,2.7726304886062296
Cleveland Browns,Football,-5,1.8322391684513075,3.1677610045486926
Cleveland Browns,Ohio,-4,1.3457627800554621,2.6542373529445378
Football,Pennsylvania State University,-5,2.2680864572932085,2.731913499706791
Chadwick Boseman,Movies,-3,1.3016285292611793,1.6983713177388207
In Memoriam,Movies,-3,0.9441310511992589,2.0558689068007414
Chadwick Boseman,In Memoriam,-1,0.40389123738290655,0.5961087426170933
Chadwick Boseman,Netflix,-1,0.39608953606771,0.60391039893229
Music,TV,3,1.6237043039868557,1.3762957160131442
Netflix,Stranger Things,5,2.7776426715567126,2.2223575119432875
Stranger Things,TV,5,2.7776426715567126,2.2223575119432875
NFL,Pennsylvania State University,-2,0.9798014976564797,1.0201984853435202
Academia,College Sports,-6,2.581309853329792,3.4186901376702084
Netflix,Reviews,-3,0.4278446925779597,2.57215528242204
Music,Reviews,-1,0.48637589200728537,0.5136240429927146
Big Sean,Music,-1,0.48637589200728537,0.5136240429927146
Detroit,Music,-1,0.48637589200728537,0.5136240429927146
Michigan,Music,-1,0.48637589200728537,0.5136240429927146
Big Sean,Reviews,-1,0.48637589200728537,0.5136240429927146
Detroit,Reviews,-1,0.48637589200728537,0.5136240429927146
Michigan,Reviews,-1,0.48637589200728537,0.5136240429927146
Big Sean,Detroit,-1,0.48637589200728537,0.5136240429927146
Big Sean,Michigan,-1,0.48637589200728537,0.5136240429927146
Detroit,Michigan,2,1.2921181725452602,0.7078818064547396
Joe Rogan,Podcasts,-1,0.06549614829635951,0.9345039017036405
Joe Rogan,Spotify,-1,0.06549614829635951,0.9345039017036405
Podcasts,Spotify,-1,0.06549614829635951,0.9345039017036405
Facebook,YouTube,1,0.9724844915980158,0.027515481401984218
Coronavirus,Movies,-5,1.0849977686503363,3.915002220349664
Media,Movies,1,0.9125032882031472,0.08749671879685282
Asia,Movies,-8,3.3621565531057156,4.637843555894284
Asian,Movies,-2,0.3718244335697479,1.628175572430252
Asia,Asian,-1,0.23896645967273,0.7610335513272699
9/11,TV,1,0.6328439330208558,0.3671560529791442
Snoop Dogg,TV,1,0.9144192322083088,0.08558076479169113
Movies,Robert Pattinson,-1,0.06841302793682115,0.9315869600631788
Movies,Tom Holland,-2,0.22406180170618029,1.7759381562938197
Reviews,Robert Pattinson,-1,0.06841302793682115,0.9315869600631788
Reviews,Tom Holland,-1,0.06841302793682115,0.9315869600631788
Netflix,Robert Pattinson,-1,0.06841302793682115,0.9315869600631788
Netflix,Tom Holland,-1,0.06841302793682115,0.9315869600631788
Robert Pattinson,Tom Holland,-1,0.06841302793682115,0.9315869600631788
Black-ish,TV,1,0.844920104718199,0.1550798512818009
Kanye West,Music,-1,0.07366095976140927,0.9263390102385909
Music,Sony,2,1.0269005538691207,0.9730993581308796
Kanye West,Sony,-1,0.07366095976140927,0.9263390102385909
Movies,Warner Bros,-2,0.6564829038492019,1.343517064150798
Disney,Movies,-1,0.02039824688719228,0.9796017541128077
Music,New York,1,0.936575095707432,0.06342493529256786
John Oliver,TV,-1,0.21733002037173343,0.7826699796282666
Apple,TV,5,3.2822524006447233,1.7177475483552773
Academia,Music,1,0.9532395941077114,0.04676034789228862
Academia,Sony,1,0.9532395941077114,0.04676034789228862
Elvis Presley,Music,-4,0.760249477168572,3.239750475831428
Cobra Kai,TV,4,2.877030619051752,1.122969209948248
Coronavirus,Music,2,1.5204697472859952,0.4795303267140049
TV,The Witcher,-3,0.8195708987699518,2.180429025230048
Netflix,The Witcher,-3,0.8195708987699518,2.180429025230048
Movies,Spain,1,0.5331857623772442,0.4668142826227556
Football,Olympics,-1,0.19030120059398337,0.8096987554060167
Olympics,TV,-1,0.19030120059398337,0.8096987554060167
Movies,United Kingdom,2,1.1964274041962633,0.8035726258037368
HGTV,TV,1,0.862478418398197,0.13752159160180297
TV,This is Us,-1,0.09548825435156585,0.9045117826484341
Amazon,Movies,-1,0.3144565738547013,0.6855434221452986
Christmas,Movies,-1,0.3144565738547013,0.6855434221452986
Holidays,Movies,-1,0.3144565738547013,0.6855434221452986
Amazon,Christmas,-1,0.3144565738547013,0.6855434221452986
Amazon,Holidays,-1,0.3144565738547013,0.6855434221452986
Christmas,Holidays,-5,2.223048471075392,2.7769514789246084
Avril Lavigne,Music,-1,0.46890127985426633,0.5310986621457336
Avril Lavigne,Taylor Swift,-1,0.46890127985426633,0.5310986621457336
Movies,Racial Injustice,-2,0.07144192658060838,1.9285581844193915
Movies,Social Issues,-3,0.5525490069890394,2.4474511840109607
Hockey,NHL,-24,9.65451582554808,13.34548422745192
Alabama,Missouri,2,1.0560097664583752,0.9439902905416249
Football,Oklahoma,-2,0.7536225937493601,1.24637745425064
Documentaries,Movies,1,0.8404280240413352,0.15957196995866482
Music,Spotify,1,0.8652614221806206,0.13473854081937936
Florida,Football,-8,3.315693743261259,3.6843061897387406
Football,Miami,-2,0.182191300567764,0.817808729432236
Football,In Memoriam,-1,0.182191300567764,0.817808729432236
Florida,In Memoriam,-1,0.182191300567764,0.817808729432236
In Memoriam,Miami,-1,0.182191300567764,0.817808729432236
Football,Twitter,1,0.9630942356781633,0.03690573132183661
Football,Tweets,1,0.9630942356781633,0.03690573132183661
Missouri,Twitter,1,0.9630942356781633,0.03690573132183661
Missouri,Tweets,1,0.9630942356781633,0.03690573132183661
Football,Texas,5,3.3775475336673986,1.6224524473326016
Florida,Texas,1,0.9642095211435762,0.03579047485642378
Brazil,Movies,-1,0.20867179699436555,0.7913281670056345
Megan Thee Stallion,Music,-1,0.042611925686615267,0.9573880843133847
Documentaries,Media,1,0.5014292708896925,0.4985706441103075
Football,Johnny Manziel,2,1.0479408928475618,0.9520590941524383
Football,Sports Figures,20,10.67067408489231,8.329325777107687
Johnny Manziel,Sports Figures,2,1.0479408928475618,0.9520590941524383
Sports Figures,Tom Brady,-3,0.24699607384865852,1.7530038531513417
Indianapolis Colts,NFL,1,0.7477586731203216,0.25224139987967836
Indiana,NFL,1,0.7477586731203216,0.25224139987967836
Indianapolis,NFL,1,0.7477586731203216,0.25224139987967836
Cleveland,Indianapolis Colts,1,0.7477586731203216,0.25224139987967836
Cleveland,Indiana,1,0.7477586731203216,0.25224139987967836
Cleveland,Indianapolis,1,0.7477586731203216,0.25224139987967836
Cleveland Browns,Indianapolis Colts,1,0.7477586731203216,0.25224139987967836
Cleveland Browns,Indiana,1,0.7477586731203216,0.25224139987967836
Cleveland Browns,Indianapolis,1,0.7477586731203216,0.25224139987967836
Football,Indianapolis Colts,1,0.7477586731203216,0.25224139987967836
Football,Indiana,1,0.7477586731203216,0.25224139987967836
Football,Indianapolis,1,0.7477586731203216,0.25224139987967836
Indianapolis Colts,Ohio,1,0.7477586731203216,0.25224139987967836
Indiana,Ohio,1,0.7477586731203216,0.25224139987967836
Indianapolis,Ohio,1,0.7477586731203216,0.25224139987967836
Indiana,Indianapolis Colts,1,0.7477586731203216,0.25224139987967836
Indianapolis,Indianapolis Colts,1,0.7477586731203216,0.25224139987967836
Indiana,Indianapolis,1,0.7477586731203216,0.25224139987967836
China,Movies,-3,0.5168091032287275,2.4831908477712723
Asian,China,-1,0.13285797389701792,0.8671420211029821
Game of Thrones,TV,2,1.3496957025607754,0.6503042474392244
California,Movies,-1,0.032172049721864,0.967827977278136
Los Angeles,Movies,-1,0.032172049721864,0.967827977278136
California,Los Angeles,7,3.6820046810222546,2.3179953539777456
California,Coronavirus,-1,0.032172049721864,0.967827977278136
Coronavirus,Los Angeles,-1,0.032172049721864,0.967827977278136
TV,Young Sheldon,-1,0.3276461858624949,0.6723538181375052
Movies,North America,-1,0.37342977553497475,0.6265702744650253
Asia,China,-1,0.37342977553497475,0.6265702744650253
Asia,North America,-1,0.37342977553497475,0.6265702744650253
China,North America,-1,0.37342977553497475,0.6265702744650253
Movies,Tyler Perry,-1,0.29352317843273107,0.706476761567269
