Topic1,Topic2,Edge Weight,Positive Sentiment,Negative Sentiment
NFL,T.J. Watt,1,0.9389128662772266,0.06108710572277344
Football,T.J. Watt,1,0.9389128662772266,0.06108710572277344
Academia,Oregon,-1,0.38922727103348576,0.6107727129665143
Oregon,UCLA,-1,0.38922727103348576,0.6107727129665143
Academia,Utah,-1,0.38922727103348576,0.6107727129665143
UCLA,Utah,-1,0.38922727103348576,0.6107727129665143
Metro,Wildfires,-1,0.3872847234785774,0.6127152365214226
Football,Wildfires,-1,0.3872847234785774,0.6127152365214226
Football,Metro,-1,0.3872847234785774,0.6127152365214226
Arizona Diamondbacks,World Series,-1,0.4341614097990293,0.5658386502009707
Arizona Diamondbacks,Baseball,-1,0.4341614097990293,0.5658386502009707
Arizona Diamondbacks,MLB,-1,0.4341614097990293,0.5658386502009707
Murder,Organized Crime,-1,0.0347823941625918,0.9652176028374082
GOP,Hunter Biden,-1,0.02745460719184733,0.9725454868081527
Hunter Biden,Joe Biden,-1,0.02745460719184733,0.9725454868081527
AI,Media,1,0.8572609552774066,0.14273899772259327
Apple,Samsung,1,0.9314312841635791,0.06856866383642099
Samsung,iPhone,1,0.9314312841635791,0.06856866383642099
Apple,Netflix,-1,0.09252364538221325,0.9074763526177867
Saturday Night Live,Timothée Chalamet,-1,0.16774630507539362,0.8322536629246063
TV,Timothée Chalamet,-1,0.16774630507539362,0.8322536629246063
Massachusetts,Timothée Chalamet,-1,0.16774630507539362,0.8322536629246063
Massachusetts,Saturday Night Live,-1,0.16774630507539362,0.8322536629246063
Massachusetts,TV,-1,0.16774630507539362,0.8322536629246063
Google Pixel,iPhone,-1,0.30902372409162115,0.6909762359083789
Apple,Google Pixel,-1,0.30902372409162115,0.6909762359083789
Novak Djokovic,Rafael Nadal,1,0.573439569738289,0.42656044026171097
College Sports,San Diego,1,0.7016108721444829,0.29838912085551694
Basketball,San Diego,1,0.7016108721444829,0.29838912085551694
California,College Sports,1,0.7016108721444829,0.29838912085551694
Arizona,Hockey,1,0.6612669782944178,0.33873305770558215
Hockey,Phoenix,1,0.6612669782944178,0.33873305770558215
Business Leaders,Style,1,0.0,0.0
Business Leaders,Fashion,1,0.0,0.0
Football,Russia-Ukraine War,-1,0.03368473947962917,0.9663152605203709
Crime,Israel,-1,0.042364188537816656,0.9576358574621834
Dwight Howard,Sports Figures,-1,0.17412921296952388,0.8258707870304761
Dwight Howard,NBA,-1,0.17412921296952388,0.8258707870304761
Basketball,Dwight Howard,-1,0.17412921296952388,0.8258707870304761
Cryptocurrency,NASDAQ,1,0.9252299548632459,0.07477004513675412
NBA,Nevada,-1,0.08188609273032252,0.9181138692696774
Las Vegas,NBA,-1,0.08188609273032252,0.9181138692696774
Basketball,Nevada,-1,0.08188609273032252,0.9181138692696774
Los Angeles Lakers,Nevada,-1,0.08188609273032252,0.9181138692696774
Basketball,Las Vegas,-1,0.08188609273032252,0.9181138692696774
Las Vegas,Los Angeles Lakers,-1,0.08188609273032252,0.9181138692696774
Abortion,Arkansas,-1,0.06807139329800505,0.931928614701995
Abortion,DNC,-1,0.06807139329800505,0.931928614701995
Arkansas,Social Issues,-1,0.06807139329800505,0.931928614701995
Arkansas,DNC,-1,0.06807139329800505,0.931928614701995
DNC,Social Issues,-1,0.06807139329800505,0.931928614701995
Football,New Mexico,-1,0.0525946207754302,0.9474054192245698
Chris Godwin,Football,-1,0.07084833870642118,0.9291516752935788
Chris Godwin,Tampa Bay Buccaneers,-1,0.07084833870642118,0.9291516752935788
Chris Godwin,NFL,-1,0.07084833870642118,0.9291516752935788
Chris Godwin,Sports Figures,-1,0.07084833870642118,0.9291516752935788
Logitech,Switzerland,-1,0.19717379893757708,0.8028262310624228
AI,Israel,-1,0.3165277100497018,0.6834722999502982
Congress,Israel,-1,0.3165277100497018,0.6834722999502982
AI,Congress,-1,0.3165277100497018,0.6834722999502982
The Kremlin,Ukraine,-1,0.08725225111992721,0.9127477388800729
Crime,Russia-Ukraine War,-1,0.06992183558225078,0.9300782124177492
Crime,Russia,-1,0.06992183558225078,0.9300782124177492
Coronavirus,Italy,-1,0.4647649486700543,0.5352351213299457
Joe Biden,The Kremlin,-1,0.12226097105106398,0.8777390089489361
Cryptocurrency,Electronics,1,0.6643905879607913,0.33560933203920873
Cryptocurrency,Samsung,1,0.6643905879607913,0.33560933203920873
China,Earthquakes,1,0.7297846556672654,0.27021534433273464
Israel,Joe Biden,-1,0.08953417608306216,0.9104658839169378
Kid Rock,Sports Figures,-1,0.16772925893065432,0.8322706950693457
John Daly,Kid Rock,-1,0.16772925893065432,0.8322706950693457
John Daly,Sports Figures,-1,0.16772925893065432,0.8322706950693457
Holidays,Las Vegas,1,0.5824019729315837,0.4175980370684163
Las Vegas,NYE,1,0.5824019729315837,0.4175980370684163
Holidays,Nevada,1,0.5824019729315837,0.4175980370684163
NYE,Nevada,1,0.5824019729315837,0.4175980370684163
California,Kanye West,-1,0.042602537926955356,0.9573974160730446
Kanye West,Malibu,-1,0.042602537926955356,0.9573974160730446
California,Malibu,-1,0.042602537926955356,0.9573974160730446
Economy,Hong Kong,1,0.9658029459878369,0.034197052012163144
Hong Kong,Markets,1,0.9658029459878369,0.034197052012163144
Economy,Markets,1,0.9658029459878369,0.034197052012163144
